Index,Day,ID,daylength,leaves,days_since_germ,days_since_trueleaf,,,,,,ID,Day_length,Mutilated,Date_germ,Date_trueleaf,Days from germination to first true leaf,Date 2nd leaf,Date infl. emerge,germ to repro,true leaf to repro
4009,10/6/2022,L41,Long,NA,,,,,,,,,,,,,,,,,
4010,10/7/2022,L41,Long,NA,,,,,,,,,,,,,,,,,
4011,10/8/2022,L41,Long,NA,,,,,,,,,,,,,,,,,
4012,10/9/2022,L41,Long,NA,,,,,,,,,,,,,,,,,
4013,10/10/2022,L41,Long,NA,,,,,,,,,,,,,,,,,
4014,10/11/2022,L41,Long,NA,,,,,,,,,,,,,,,,,
4015,10/12/2022,L41,Long,NA,,,,,,,,,,,,,,,,,
4016,10/13/2022,L41,Long,NA,,,,,,,,,,,,,,,Date infl. emerge,,
4017,10/14/2022,L41,Long,NA,,,,,,,,,,,,,,,11/30,,
4018,10/15/2022,L41,Long,NA,,,,,,,,,,,,,,,11/30,,
4019,10/16/2022,L41,Long,NA,,,,,,,,,,,,,,,11/30,,
4020,10/17/2022,L41,Long,NA,,,,,,,,,,,,,,,,,
4021,10/18/2022,L41,Long,NA,,,,,,,,,,,,,,,12/2,,
4022,10/19/2022,L41,Long,NA,,,,,,,,,,,,,,,12/4,,
4023,10/21/2022,L41,Long,NA,,,,,,,,,,,,,,,,,
4024,10/24/2022,L41,Long,NA,,,,,,,,,,,,,,,11/30,,
4025,10/24/2022,L41,Long,NA,,,,,,,,,,,,,,,12/4,,
4026,10/25/2022,L41,Long,NA,,,,,,,,,,,,,,,12/17,,
4027,10/26/2022,L41,Long,NA,,,,,,,,,,,,,,,,,
4028,10/27/2022,L41,Long,NA,,,,,,,,,,,,,,,11/30,,
4029,10/31/2022,L41,Long,NA,,,,,,,,,,,,,,,,,
4030,11/2/2022,L41,Long,NA,,,,,,,,,,,,,,,11/30,,
4031,11/4/2022,L41,Long,NA,,,,,,,,,,,,,,,11/30,,
4032,11/7/2022,L41,Long,NA,,,,,,,,,,,,,,,,,
4033,11/9/2022,L41,Long,NA,,,,,,,,,,,,,,,12/2,,
4034,11/11/2022,L41,Long,NA,,,,,,,,,,,,,,,11/30,,
4035,11/14/2022,L41,Long,1,10,0,,,,,,,,,,,,,,,
4036,11/16/2022,L41,Long,2,12,2,,,,,,,,,,,,,11/30,,
4037,11/18/2022,L41,Long,2,14,4,,,,,,,,,,,,,11/30,,
4038,11/20/2022,L41,Long,2,16,6,,,,,,,,,,,,,12/15,,
4039,11/23/2022,L41,Long,2,19,9,,,,,,,,,,,,,11/30,,
4040,11/26/2022,L41,Long,3,22,12,,,,,,,,,,,,,11/30,,
4041,11/28/2022,L41,Long,3,24,14,,,,,,,,,,,,,12/4,,
4042,11/30/2022,L41,Long,4,26,16,,,,,,,,,,,,,12/4,,
4043,12/2/2022,L41,Long,5,28,18,,,,,,,,,,,,,11/30,,
4044,12/4/2022,L41,Long,5,30,20,,,,,,,,,,,,,,,
4045,12/6/2022,L41,Long,5,32,22,,,,,,,,,,,,,11/30,,
4046,12/10/2022,L41,Long,NA,36,26,,,,,,,,,,,,,11/30,,
4047,12/11/2022,L41,Long,6,37,27,,,,,,,,,,,,,,,
4048,12/13/2022,L41,Long,7,39,29,,,,,,,,,,,,,,,
4049,12/15/2022,L41,Long,7,41,31,,,,,,,,,,,,,,,
4050,12/17/2022,L41,Long,7,43,33,,,,,,,,,,,,,,,
4051,9/28/2022,L42,Long,NA,,,,,,,,,,,,,,,,,
4052,9/29/2022,L42,Long,NA,,,,,,,,,,,,,,,,,
4053,9/30/2022,L42,Long,NA,,,,,,,,,,,,,,,,,
4054,10/1/2022,L42,Long,NA,,,,,,,,,,,,,,,,,
4055,10/2/2022,L42,Long,NA,,,,,,,,,,,,,,,,,
4056,10/3/2022,L42,Long,NA,,,,,,,,,,,,,,,,,
4057,10/4/2022,L42,Long,NA,,,,,,,,,,,,,,,,,
4058,10/5/2022,L42,Long,NA,,,,,,,,,,,,,,,,,
4059,10/6/2022,L42,Long,NA,,,,,,,,,,,,,,,11/26,,
4060,10/7/2022,L42,Long,NA,,,,,,,,,,,,,,,11/30,,
4061,10/8/2022,L42,Long,NA,,,,,,,,,,,,,,,11/30,,
4062,10/9/2022,L42,Long,NA,,,,,,,,,,,,,,,11/28,,
4063,10/10/2022,L42,Long,NA,,,,,,,,,,,,,,,11/26,,
4064,10/11/2022,L42,Long,NA,,,,,,,,,,,,,,,11/26,,
4065,10/12/2022,L42,Long,NA,,,,,,,,,,,,,,,11/26,,
4066,10/13/2022,L42,Long,NA,,,,,,,,,,,,,,,11/28,,
4067,10/14/2022,L42,Long,NA,,,,,,,,,,,,,,,11/28,,
4068,10/15/2022,L42,Long,NA,,,,,,,,,,,,,,,11/26,,
4069,10/16/2022,L42,Long,NA,,,,,,,,,,,,,,,11/28,,
4070,10/17/2022,L42,Long,NA,,,,,,,,,,,,,,,11/30,,
4071,10/18/2022,L42,Long,NA,,,,,,,,,,,,,,,11/26,,
4072,10/19/2022,L42,Long,NA,,,,,,,,,,,,,,,12/6,,
4073,10/21/2022,L42,Long,NA,,,,,,,,,,,,,,,12/11,,
4074,10/24/2022,L42,Long,NA,,,,,,,,,,,,,,,12/15/22,,
4075,10/24/2022,L42,Long,NA,,,,,,,,,,,,,,,12/6,,
4076,10/25/2022,L42,Long,NA,,,,,,,,,,,,,,,12/6,,
4077,10/26/2022,L42,Long,NA,,,,,,,,,,,,,,,,,
4078,10/27/2022,L42,Long,NA,,,,,,,,,,,,,,,,,
4079,10/31/2022,L42,Long,NA,,,,,,,,,,,,,,,,,
4080,11/2/2022,L42,Long,NA,,,,,,,,,,,,,,,,,
4081,11/4/2022,L42,Long,NA,,,,,,,,,,,,,,,,,
4082,11/7/2022,L42,Long,NA,,,,,,,,,,,,,,,,,
4083,11/9/2022,L42,Long,1,5,0,,,,,,,,,,,,,,,
4084,11/11/2022,L42,Long,2,7,2,,,,,,,,,,,,,,,
4085,11/14/2022,L42,Long,2,10,5,,,,,,,,,,,,,12/17/22,,
4086,11/16/2022,L42,Long,3,12,7,,,,,,,,,,,,,,,
4087,11/18/2022,L42,Long,4,14,9,,,,,,,,,,,,,12/17/22,,
4088,11/20/2022,L42,Long,4,16,11,,,,,,,,,,,,,,,
4089,11/23/2022,L42,Long,4,19,14,,,,,,,,,,,,,,,
4090,11/26/2022,L42,Long,4,22,17,,,,,,,,,,,,,,,
4091,11/28/2022,L42,Long,4,24,19,,,,,,,,,,,,,,,
4092,11/30/2022,L42,Long,4,26,21,,,,,,,,,,,,,,,
4093,12/2/2022,L42,Long,4,28,23,,,,,,,,,,,,,,,
4094,12/4/2022,L42,Long,5,30,25,,,,,,,,,,,,,,,
4095,12/6/2022,L42,Long,6,32,27,,,,,,,,,,,,,,,
4096,12/10/2022,L42,Long,NA,36,31,,,,,,,,,,,,,,,
4097,12/11/2022,L42,Long,9,37,32,,,,,,,,,,,,,,,
4098,12/13/2022,L42,Long,10,39,34,,,,,,,,,,,,,,,
4099,12/15/2022,L42,Long,10,41,36,,,,,,,,,,,,,12/13,,
4100,12/17/2022,L42,Long,10,43,38,,,,,,,,,,,,,,,
4101,9/28/2022,L43,Long,NA,,,,,,,,,,,,,,,,,
4102,9/29/2022,L43,Long,NA,,,,,,,,,,,,,,,,,
4103,9/30/2022,L43,Long,NA,,,,,,,,,,,,,,,,,
4104,10/1/2022,L43,Long,NA,,,,,,,,,,,,,,,,,
4105,10/2/2022,L43,Long,NA,,,,,,,,,,,,,,,,,
4106,10/3/2022,L43,Long,NA,,,,,,,,,,,,,,,,,
4107,10/4/2022,L43,Long,NA,,,,,,,,,,,,,,,,,
4108,10/5/2022,L43,Long,NA,,,,,,,,,,,,,,,,,
4109,10/6/2022,L43,Long,NA,,,,,,,,,,,,,,,12/2,,
4110,10/7/2022,L43,Long,NA,,,,,,,,,,,,,,,,,
4111,10/8/2022,L43,Long,NA,,,,,,,,,,,,,,,,,
4112,10/9/2022,L43,Long,NA,,,,,,,,,,,,,,,,,
4113,10/10/2022,L43,Long,NA,,,,,,,,,,,,,,,,,
4114,10/11/2022,L43,Long,NA,,,,,,,,,,,,,,,,,
4115,10/12/2022,L43,Long,NA,,,,,,,,,,,,,,,,,
4116,10/13/2022,L43,Long,NA,,,,,,,,,,,,,,,,,
4117,10/14/2022,L43,Long,NA,,,,,,,,,,,,,,,,,
4118,10/15/2022,L43,Long,NA,,,,,,,,,,,,,,,,,
4119,10/16/2022,L43,Long,NA,,,,,,,,,,,,,,,,,
4120,10/17/2022,L43,Long,NA,,,,,,,,,,,,,,,,,
4121,10/18/2022,L43,Long,NA,,,,,,,,,,,,,,,,,
4122,10/19/2022,L43,Long,NA,,,,,,,,,,,,,,,,,
4123,10/21/2022,L43,Long,NA,,,,,,,,,,,,,,,,,
4124,10/24/2022,L43,Long,NA,,,,,,,,,,,,,,,,,
4125,10/24/2022,L43,Long,NA,,,,,,,,,,,,,,,,,
4126,10/25/2022,L43,Long,NA,,,,,,,,,,,,,,,,,
4127,10/26/2022,L43,Long,NA,,,,,,,,,,,,,,,,,
4128,10/27/2022,L43,Long,NA,,,,,,,,,,,,,,,,,
4129,10/31/2022,L43,Long,NA,,,,,,,,,,,,,,,,,
4130,11/2/2022,L43,Long,NA,,,,,,,,,,,,,,,,,
4131,11/4/2022,L43,Long,NA,,,,,,,,,,,,,,,,,
4132,11/7/2022,L43,Long,NA,,,,,,,,,,,,,,,,,
4133,11/9/2022,L43,Long,NA,,,,,,,,,,,,,,,,,
4134,11/11/2022,L43,Long,NA,,,,,,,,,,,,,,,,,
4135,11/14/2022,L43,Long,3,7,5,,,,,,,,,,,,,,,
4136,11/16/2022,L43,Long,3,9,7,,,,,,,,,,,,,,,
4137,11/18/2022,L43,Long,3,11,9,,,,,,,,,,,,,,,
4138,11/20/2022,L43,Long,4,13,11,,,,,,,,,,,,,,,
4139,11/23/2022,L43,Long,NA,16,14,,,,,,,,,,,,,,,
4140,11/26/2022,L43,Long,6,19,17,,,,,,,,,,,,,,,
4141,11/28/2022,L43,Long,7,21,19,,,,,,,,,,,,,,,
4142,11/30/2022,L43,Long,8,23,21,,,,,,,,,,,,,,,
4143,12/2/2022,L43,Long,9,25,23,,,,,,,,,,,,,,,
4144,12/4/2022,L43,Long,10,27,25,,,,,,,,,,,,,,,
4145,12/6/2022,L43,Long,10,29,27,,,,,,,,,,,,,,,
4146,12/10/2022,L43,Long,NA,33,31,,,,,,,,,,,,,,,
4147,12/11/2022,L43,Long,11,34,32,,,,,,,,,,,,,,,
4148,12/13/2022,L43,Long,13,36,34,,,,,,,,,,,,,,,
4149,12/15/2022,L43,Long,15,38,36,,,,,,,,,,,,,,,
4150,12/17/2022,L43,Long,15,40,38,,,,,,,,,,,,,,,
4151,9/28/2022,L44,Long,NA,,,,,,,,,,,,,,,,,
4152,9/29/2022,L44,Long,NA,,,,,,,,,,,,,,,,,
4153,9/30/2022,L44,Long,NA,,,,,,,,,,,,,,,,,
4154,10/1/2022,L44,Long,NA,,,,,,,,,,,,,,,,,
4155,10/2/2022,L44,Long,NA,,,,,,,,,,,,,,,,,
4156,10/3/2022,L44,Long,NA,,,,,,,,,,,,,,,,,
4157,10/4/2022,L44,Long,NA,,,,,,,,,,,,,,,,,
4158,10/5/2022,L44,Long,NA,,,,,,,,,,,,,,,,,
4159,10/6/2022,L44,Long,NA,,,,,,,,,,,,,,,,,
4160,10/7/2022,L44,Long,NA,,,,,,,,,,,,,,,,,
4161,10/8/2022,L44,Long,NA,,,,,,,,,,,,,,,,,
4162,10/9/2022,L44,Long,NA,,,,,,,,,,,,,,,,,
4163,10/10/2022,L44,Long,NA,,,,,,,,,,,,,,,,,
4164,10/11/2022,L44,Long,NA,,,,,,,,,,,,,,,,,
4165,10/12/2022,L44,Long,NA,,,,,,,,,,,,,,,,,
4166,10/13/2022,L44,Long,NA,,,,,,,,,,,,,,,,,
4167,10/14/2022,L44,Long,NA,,,,,,,,,,,,,,,,,
4168,10/15/2022,L44,Long,NA,,,,,,,,,,,,,,,,,
4169,10/16/2022,L44,Long,NA,,,,,,,,,,,,,,,,,
4170,10/17/2022,L44,Long,NA,,,,,,,,,,,,,,,,,
4171,10/18/2022,L44,Long,NA,,,,,,,,,,,,,,,,,
4172,10/19/2022,L44,Long,NA,,,,,,,,,,,,,,,,,
4173,10/21/2022,L44,Long,NA,,,,,,,,,,,,,,,,,
4174,10/24/2022,L44,Long,NA,,,,,,,,,,,,,,,,,
4175,10/24/2022,L44,Long,NA,,,,,,,,,,,,,,,,,
4176,10/25/2022,L44,Long,NA,,,,,,,,,,,,,,,,,
4177,10/26/2022,L44,Long,NA,,,,,,,,,,,,,,,,,
4178,10/27/2022,L44,Long,NA,,,,,,,,,,,,,,,,,
4179,10/31/2022,L44,Long,NA,,,,,,,,,,,,,,,,,
4180,11/2/2022,L44,Long,NA,,,,,,,,,,,,,,,,,
4181,11/4/2022,L44,Long,NA,,,,,,,,,,,,,,,,,
4182,11/7/2022,L44,Long,NA,,,,,,,,,,,,,,,,,
4183,11/9/2022,L44,Long,1,2,0,,,,,,,,,,,,,,,
4184,11/11/2022,L44,Long,1,4,2,,,,,,,,,,,,,,,
4185,11/14/2022,L44,Long,2,7,5,,,,,,,,,,,,,,,
4186,11/16/2022,L44,Long,3,9,7,,,,,,,,,,,,,,,
4187,11/18/2022,L44,Long,3,11,9,,,,,,,,,,,,,,,
4188,11/20/2022,L44,Long,4,13,11,,,,,,,,,,,,,,,
4189,11/23/2022,L44,Long,3,16,14,,,,,,,,,,,,,,,
4190,11/26/2022,L44,Long,4,19,17,,,,,,,,,,,,,,,
4191,11/28/2022,L44,Long,4,21,19,,,,,,,,,,,,,,,
4192,11/30/2022,L44,Long,4,23,21,,,,,,,,,,,,,,,
4193,12/2/2022,L44,Long,4,25,23,,,,,,,,,,,,,,,
4194,12/4/2022,L44,Long,4,27,25,,,,,,,,,,,,,,,
4195,12/6/2022,L44,Long,5,29,27,,,,,,,,,,,,,,,
4196,12/10/2022,L44,Long,NA,33,31,,,,,,,,,,,,,,,
4197,12/11/2022,L44,Long,7,34,32,,,,,,,,,,,,,,,
4198,12/13/2022,L44,Long,7,36,34,,,,,,,,,,,,,,,
4199,12/15/2022,L44,Long,7,38,36,,,,,,,,,,,,,,,
4200,12/17/2022,L44,Long,7,40,38,,,,,,,,,,,,,,,
4201,9/28/2022,L45,Long,NA,,,,,,,,,,,,,,,,,
4202,9/29/2022,L45,Long,NA,,,,,,,,,,,,,,,,,
4203,9/30/2022,L45,Long,NA,,,,,,,,,,,,,,,,,
4204,10/1/2022,L45,Long,NA,,,,,,,,,,,,,,,,,
4205,10/2/2022,L45,Long,NA,,,,,,,,,,,,,,,,,
4206,10/3/2022,L45,Long,NA,,,,,,,,,,,,,,,,,
4207,10/4/2022,L45,Long,NA,,,,,,,,,,,,,,,,,
4208,10/5/2022,L45,Long,NA,,,,,,,,,,,,,,,,,
4209,10/6/2022,L45,Long,NA,,,,,,,,,,,,,,,,,
4210,10/7/2022,L45,Long,NA,,,,,,,,,,,,,,,,,
4211,10/8/2022,L45,Long,NA,,,,,,,,,,,,,,,,,
4212,10/9/2022,L45,Long,NA,,,,,,,,,,,,,,,,,
4213,10/10/2022,L45,Long,NA,,,,,,,,,,,,,,,,,
4214,10/11/2022,L45,Long,NA,,,,,,,,,,,,,,,,,
4215,10/12/2022,L45,Long,NA,,,,,,,,,,,,,,,,,
4216,10/13/2022,L45,Long,NA,,,,,,,,,,,,,,,,,
4217,10/14/2022,L45,Long,NA,,,,,,,,,,,,,,,,,
4218,10/15/2022,L45,Long,NA,,,,,,,,,,,,,,,,,
4219,10/16/2022,L45,Long,NA,,,,,,,,,,,,,,,,,
4220,10/17/2022,L45,Long,NA,,,,,,,,,,,,,,,,,
4221,10/18/2022,L45,Long,NA,,,,,,,,,,,,,,,,,
4222,10/19/2022,L45,Long,NA,,,,,,,,,,,,,,,,,
4223,10/21/2022,L45,Long,NA,,,,,,,,,,,,,,,,,
4224,10/24/2022,L45,Long,NA,,,,,,,,,,,,,,,,,
4225,10/24/2022,L45,Long,NA,,,,,,,,,,,,,,,,,
4226,10/25/2022,L45,Long,NA,,,,,,,,,,,,,,,,,
4227,10/26/2022,L45,Long,NA,,,,,,,,,,,,,,,,,
4228,10/27/2022,L45,Long,NA,,,,,,,,,,,,,,,,,
4229,10/31/2022,L45,Long,NA,,,,,,,,,,,,,,,,,
4230,11/2/2022,L45,Long,NA,,,,,,,,,,,,,,,,,
4231,11/4/2022,L45,Long,NA,,,,,,,,,,,,,,,,,
4232,11/7/2022,L45,Long,NA,,,,,,,,,,,,,,,,,
4233,11/9/2022,L45,Long,NA,,,,,,,,,,,,,,,,,
4234,11/11/2022,L45,Long,2,4,2,,,,,,,,,,,,,,,
4235,11/14/2022,L45,Long,3,7,5,,,,,,,,,,,,,,,
4236,11/16/2022,L45,Long,3,9,7,,,,,,,,,,,,,,,
4237,11/18/2022,L45,Long,3,11,9,,,,,,,,,,,,,,,
4238,11/20/2022,L45,Long,4,13,11,,,,,,,,,,,,,,,
4239,11/23/2022,L45,Long,3,16,14,,,,,,,,,,,,,,,
4240,11/26/2022,L45,Long,5,19,17,,,,,,,,,,,,,,,
4241,11/28/2022,L45,Long,5,21,19,,,,,,,,,,,,,,,
4242,11/30/2022,L45,Long,6,23,21,,,,,,,,,,,,,,,
4243,12/2/2022,L45,Long,7,25,23,,,,,,,,,,,,,,,
4244,12/4/2022,L45,Long,6,27,25,,,,,,,,,,,,,,,
4245,12/6/2022,L45,Long,7,29,27,,,,,,,,,,,,,,,
4246,12/10/2022,L45,Long,NA,33,31,,,,,,,,,,,,,,,
4247,12/11/2022,L45,Long,10,34,32,,,,,,,,,,,,,,,
4248,12/13/2022,L45,Long,10,36,34,,,,,,,,,,,,,,,
4249,12/15/2022,L45,Long,10,38,36,,,,,,,,,,,,,,,
4250,12/17/2022,L45,Long,11,40,38,,,,,,,,,,,,,,,
4251,9/28/2022,L46,Long,NA,,,,,,,,,,,,,,,,,
4252,9/29/2022,L46,Long,NA,,,,,,,,,,,,,,,,,
4253,9/30/2022,L46,Long,NA,,,,,,,,,,,,,,,,,
4254,10/1/2022,L46,Long,NA,,,,,,,,,,,,,,,,,
4255,10/2/2022,L46,Long,NA,,,,,,,,,,,,,,,,,
4256,10/3/2022,L46,Long,NA,,,,,,,,,,,,,,,,,
4257,10/4/2022,L46,Long,NA,,,,,,,,,,,,,,,,,
4258,10/5/2022,L46,Long,NA,,,,,,,,,,,,,,,,,
4259,10/6/2022,L46,Long,NA,,,,,,,,,,,,,,,,,
4260,10/7/2022,L46,Long,NA,,,,,,,,,,,,,,,,,
4261,10/8/2022,L46,Long,NA,,,,,,,,,,,,,,,,,
4262,10/9/2022,L46,Long,NA,,,,,,,,,,,,,,,,,
4263,10/10/2022,L46,Long,NA,,,,,,,,,,,,,,,,,
4264,10/11/2022,L46,Long,NA,,,,,,,,,,,,,,,,,
4265,10/12/2022,L46,Long,NA,,,,,,,,,,,,,,,,,
4266,10/13/2022,L46,Long,NA,,,,,,,,,,,,,,,,,
4267,10/14/2022,L46,Long,NA,,,,,,,,,,,,,,,,,
4268,10/15/2022,L46,Long,NA,,,,,,,,,,,,,,,,,
4269,10/16/2022,L46,Long,NA,,,,,,,,,,,,,,,,,
4270,10/17/2022,L46,Long,NA,,,,,,,,,,,,,,,,,
4271,10/18/2022,L46,Long,NA,,,,,,,,,,,,,,,,,
4272,10/19/2022,L46,Long,NA,,,,,,,,,,,,,,,,,
4273,10/21/2022,L46,Long,NA,,,,,,,,,,,,,,,,,
4274,10/24/2022,L46,Long,NA,,,,,,,,,,,,,,,,,
4275,10/24/2022,L46,Long,NA,,,,,,,,,,,,,,,,,
4276,10/25/2022,L46,Long,NA,,,,,,,,,,,,,,,,,
4277,10/26/2022,L46,Long,NA,,,,,,,,,,,,,,,,,
4278,10/27/2022,L46,Long,NA,,,,,,,,,,,,,,,,,
4279,10/31/2022,L46,Long,NA,,,,,,,,,,,,,,,,,
4280,11/2/2022,L46,Long,NA,,,,,,,,,,,,,,,,,
4281,11/4/2022,L46,Long,NA,,,,,,,,,,,,,,,,,
4282,11/7/2022,L46,Long,NA,,,,,,,,,,,,,,,,,
4283,11/9/2022,L46,Long,1,2,0,,,,,,,,,,,,,,,
4284,11/11/2022,L46,Long,2,4,2,,,,,,,,,,,,,,,
4285,11/14/2022,L46,Long,3,7,5,,,,,,,,,,,,,,,
4286,11/16/2022,L46,Long,3,9,7,,,,,,,,,,,,,,,
4287,11/18/2022,L46,Long,3,11,9,,,,,,,,,,,,,,,
4288,11/20/2022,L46,Long,4,13,11,,,,,,,,,,,,,,,
4289,11/23/2022,L46,Long,4,16,14,,,,,,,,,,,,,,,
4290,11/26/2022,L46,Long,5,19,17,,,,,,,,,,,,,,,
4291,11/28/2022,L46,Long,5,21,19,,,,,,,,,,,,,,,
4292,11/30/2022,L46,Long,6,23,21,,,,,,,,,,,,,,,
4293,12/2/2022,L46,Long,7,25,23,,,,,,,,,,,,,,,
4294,12/4/2022,L46,Long,7,27,25,,,,,,,,,,,,,,,
4295,12/6/2022,L46,Long,7,29,27,,,,,,,,,,,,,,,
4296,12/10/2022,L46,Long,NA,33,31,,,,,,,,,,,,,,,
4297,12/11/2022,L46,Long,8,34,32,,,,,,,,,,,,,,,
4298,12/13/2022,L46,Long,8,36,34,,,,,,,,,,,,,,,
4299,12/15/2022,L46,Long,9,38,36,,,,,,,,,,,,,,,
4300,12/17/2022,L46,Long,9,40,38,,,,,,,,,,,,,,,
4301,9/28/2022,L47,Long,NA,,,,,,,,,,,,,,,,,
4302,9/29/2022,L47,Long,NA,,,,,,,,,,,,,,,,,
4303,9/30/2022,L47,Long,NA,,,,,,,,,,,,,,,,,
4304,10/1/2022,L47,Long,NA,,,,,,,,,,,,,,,,,
4305,10/2/2022,L47,Long,NA,,,,,,,,,,,,,,,,,
4306,10/3/2022,L47,Long,NA,,,,,,,,,,,,,,,,,
4307,10/4/2022,L47,Long,NA,,,,,,,,,,,,,,,,,
4308,10/5/2022,L47,Long,NA,,,,,,,,,,,,,,,,,
4309,10/6/2022,L47,Long,NA,,,,,,,,,,,,,,,,,
4310,10/7/2022,L47,Long,NA,,,,,,,,,,,,,,,,,
4311,10/8/2022,L47,Long,NA,,,,,,,,,,,,,,,,,
4312,10/9/2022,L47,Long,NA,,,,,,,,,,,,,,,,,
4313,10/10/2022,L47,Long,NA,,,,,,,,,,,,,,,,,
4314,10/11/2022,L47,Long,NA,,,,,,,,,,,,,,,,,
4315,10/12/2022,L47,Long,NA,,,,,,,,,,,,,,,,,
4316,10/13/2022,L47,Long,NA,,,,,,,,,,,,,,,,,
4317,10/14/2022,L47,Long,NA,,,,,,,,,,,,,,,,,
4318,10/15/2022,L47,Long,NA,,,,,,,,,,,,,,,,,
4319,10/16/2022,L47,Long,NA,,,,,,,,,,,,,,,,,
4320,10/17/2022,L47,Long,NA,,,,,,,,,,,,,,,,,
4321,10/18/2022,L47,Long,NA,,,,,,,,,,,,,,,,,
4322,10/19/2022,L47,Long,NA,,,,,,,,,,,,,,,,,
4323,10/21/2022,L47,Long,NA,,,,,,,,,,,,,,,,,
4324,10/24/2022,L47,Long,NA,,,,,,,,,,,,,,,,,
4325,10/24/2022,L47,Long,NA,,,,,,,,,,,,,,,,,
4326,10/25/2022,L47,Long,NA,,,,,,,,,,,,,,,,,
4327,10/26/2022,L47,Long,NA,,,,,,,,,,,,,,,,,
4328,10/27/2022,L47,Long,NA,,,,,,,,,,,,,,,,,
4329,10/31/2022,L47,Long,NA,,,,,,,,,,,,,,,,,
4330,11/2/2022,L47,Long,NA,,,,,,,,,,,,,,,,,
4331,11/4/2022,L47,Long,NA,,,,,,,,,,,,,,,,,
4332,11/7/2022,L47,Long,NA,,,,,,,,,,,,,,,,,
4333,11/9/2022,L47,Long,1,2,0,,,,,,,,,,,,,,,
4334,11/11/2022,L47,Long,1,4,2,,,,,,,,,,,,,,,
4335,11/14/2022,L47,Long,2,7,5,,,,,,,,,,,,,,,
4336,11/16/2022,L47,Long,3,9,7,,,,,,,,,,,,,,,
4337,11/18/2022,L47,Long,3,11,9,,,,,,,,,,,,,,,
4338,11/20/2022,L47,Long,4,13,11,,,,,,,,,,,,,,,
4339,11/23/2022,L47,Long,3,16,14,,,,,,,,,,,,,,,
4340,11/26/2022,L47,Long,4,19,17,,,,,,,,,,,,,,,
4341,11/28/2022,L47,Long,4,21,19,,,,,,,,,,,,,,,
4342,11/30/2022,L47,Long,5,23,21,,,,,,,,,,,,,,,
4343,12/2/2022,L47,Long,5,25,23,,,,,,,,,,,,,,,
4344,12/4/2022,L47,Long,6,27,25,,,,,,,,,,,,,,,
4345,12/6/2022,L47,Long,6,29,27,,,,,,,,,,,,,,,
4346,12/10/2022,L47,Long,NA,33,31,,,,,,,,,,,,,,,
4347,12/11/2022,L47,Long,7,34,32,,,,,,,,,,,,,,,
4348,12/13/2022,L47,Long,7,36,34,,,,,,,,,,,,,,,
4349,12/15/2022,L47,Long,7,38,36,,,,,,,,,,,,,,,
4350,12/17/2022,L47,Long,7,40,38,,,,,,,,,,,,,,,
4351,9/28/2022,L48,Long,NA,,,,,,,,,,,,,,,,,
4352,9/29/2022,L48,Long,NA,,,,,,,,,,,,,,,,,
4353,9/30/2022,L48,Long,NA,,,,,,,,,,,,,,,,,
4354,10/1/2022,L48,Long,NA,,,,,,,,,,,,,,,,,
4355,10/2/2022,L48,Long,NA,,,,,,,,,,,,,,,,,
4356,10/3/2022,L48,Long,NA,,,,,,,,,,,,,,,,,
4357,10/4/2022,L48,Long,NA,,,,,,,,,,,,,,,,,
4358,10/5/2022,L48,Long,NA,,,,,,,,,,,,,,,,,
4359,10/6/2022,L48,Long,NA,,,,,,,,,,,,,,,,,
4360,10/7/2022,L48,Long,NA,,,,,,,,,,,,,,,,,
4361,10/8/2022,L48,Long,NA,,,,,,,,,,,,,,,,,
4362,10/9/2022,L48,Long,NA,,,,,,,,,,,,,,,,,
4363,10/10/2022,L48,Long,NA,,,,,,,,,,,,,,,,,
4364,10/11/2022,L48,Long,NA,,,,,,,,,,,,,,,,,
4365,10/12/2022,L48,Long,NA,,,,,,,,,,,,,,,,,
4366,10/13/2022,L48,Long,NA,,,,,,,,,,,,,,,,,
4367,10/14/2022,L48,Long,NA,,,,,,,,,,,,,,,,,
4368,10/15/2022,L48,Long,NA,,,,,,,,,,,,,,,,,
4369,10/16/2022,L48,Long,NA,,,,,,,,,,,,,,,,,
4370,10/17/2022,L48,Long,NA,,,,,,,,,,,,,,,,,
4371,10/18/2022,L48,Long,NA,,,,,,,,,,,,,,,,,
4372,10/19/2022,L48,Long,NA,,,,,,,,,,,,,,,,,
4373,10/21/2022,L48,Long,NA,,,,,,,,,,,,,,,,,
4374,10/24/2022,L48,Long,NA,,,,,,,,,,,,,,,,,
4375,10/24/2022,L48,Long,NA,,,,,,,,,,,,,,,,,
4376,10/25/2022,L48,Long,NA,,,,,,,,,,,,,,,,,
4377,10/26/2022,L48,Long,NA,,,,,,,,,,,,,,,,,
4378,10/27/2022,L48,Long,NA,,,,,,,,,,,,,,,,,
4379,10/31/2022,L48,Long,NA,,,,,,,,,,,,,,,,,
4380,11/2/2022,L48,Long,NA,,,,,,,,,,,,,,,,,
4381,11/4/2022,L48,Long,NA,,,,,,,,,,,,,,,,,
4382,11/7/2022,L48,Long,NA,0,,,,,,,,,,,,,,,,
4383,11/9/2022,L48,Long,NA,2,,,,,,,,,,,,,,,,
4384,11/11/2022,L48,Long,2,4,2,,,,,,,,,,,,,,,
4385,11/14/2022,L48,Long,3,7,5,,,,,,,,,,,,,,,
